id,word,traditional,pinyin,pos,level,lexical_pattern,default_surface_pattern,sandhi_tags,surface_label_needs_clip_review,forvo_url
L1-0281,女生,女生,nǚshēng,N,1,3-1,3-1,,False,https://forvo.com/word/女生/#zh
L1-0282,旁边,旁邊,pángbiān,N,1,2-1,2-1,,False,https://forvo.com/word/旁边/#zh
L1-0283,跑,跑,pǎo,V,1,3,3,,False,https://forvo.com/word/跑/#zh
L1-0284,朋友,朋友,péngyou,N,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/朋友/#zh
L1-0285,票,票,piào,N,1,4,4,,False,https://forvo.com/word/票/#zh
L1-0286,七,七,qī,Num,1,1,1,,False,https://forvo.com/word/七/#zh
L1-0287,起,起,qǐ,V,1,3,3,,False,https://forvo.com/word/起/#zh
L1-0288,起床,起床,qǐchuáng,,1,3-2,3-2,,False,https://forvo.com/word/起床/#zh
L1-0289,起来,起來,qǐlái,,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/起来/#zh
L1-0290,汽车,汽車,qìchē,N,1,4-1,4-1,,False,https://forvo.com/word/汽车/#zh
L1-0291,前,前,qián,N,1,2,2,,False,https://forvo.com/word/前/#zh
L1-0292,前边,前邊,qiánbian,N,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/前边/#zh
L1-0293,前天,前天,qiántiān,N,1,2-1,2-1,,False,https://forvo.com/word/前天/#zh
L1-0294,钱,錢,qián,N,1,2,2,,False,https://forvo.com/word/钱/#zh
L1-0295,钱包,錢包,qiánbāo,N,1,2-1,2-1,,False,https://forvo.com/word/钱包/#zh
L1-0296,请,請,qǐng,V,1,3,3,,False,https://forvo.com/word/请/#zh
L1-0297,请假,請假,qǐngjià,,1,3-4,3-4,,False,https://forvo.com/word/请假/#zh
L1-0298,请进,請進,qǐng jìn,,1,3-4,3-4,,False,https://forvo.com/word/请进/#zh
L1-0299,请问,請問,qǐngwèn,V,1,3-4,3-4,,False,https://forvo.com/word/请问/#zh
L1-0300,请坐,請坐,qǐng zuò,,1,3-4,3-4,,False,https://forvo.com/word/请坐/#zh
L1-0301,球,球,qiú,N,1,2,2,,False,https://forvo.com/word/球/#zh
L1-0302,去,去,qù,V,1,4,4,,False,https://forvo.com/word/去/#zh
L1-0303,去年,去年,qùnián,N,1,4-2,4-2,,False,https://forvo.com/word/去年/#zh
L1-0304,热,熱,rè,Adj/V,1,4,4,,False,https://forvo.com/word/热/#zh
L1-0305,人,人,rén,N,1,2,2,,False,https://forvo.com/word/人/#zh
L1-0306,认识,認識,rènshi,V/N,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/认识/#zh
L1-0307,认真,認真,rènzhēn,Adj,1,4-1,4-1,,False,https://forvo.com/word/认真/#zh
L1-0308,日,日,rì,N,1,4,4,,False,https://forvo.com/word/日/#zh
L1-0309,日期,日期,rìqī,N,1,4-1,4-1,,False,https://forvo.com/word/日期/#zh
L1-0310,肉,肉,ròu,N,1,4,4,,False,https://forvo.com/word/肉/#zh
L1-0311,三,三,sān,Num,1,1,1,,False,https://forvo.com/word/三/#zh
L1-0312,山,山,shān,N,1,1,1,,False,https://forvo.com/word/山/#zh
L1-0313,商场,商場,shāngchǎng,N,1,1-3,1-3,,False,https://forvo.com/word/商场/#zh
L1-0314,商店,商店,shāngdiàn,N,1,1-4,1-4,,False,https://forvo.com/word/商店/#zh
L1-0315,上,上,shàng,N/V,1,4,4,,False,https://forvo.com/word/上/#zh
L1-0316,上班,上班,shàngbān,,1,4-1,4-1,,False,https://forvo.com/word/上班/#zh
L1-0317,上边,上邊,shàngbian,N,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/上边/#zh
L1-0318,上车,上車,shàng chē,,1,4-1,4-1,,False,https://forvo.com/word/上车/#zh
L1-0319,上次,上次,shàng cì,,1,4-4,4-4,,False,https://forvo.com/word/上次/#zh
L1-0320,上课,上課,shàngkè,,1,4-4,4-4,,False,https://forvo.com/word/上课/#zh
L1-0321,上网,上網,shàngwǎng,,1,4-3,4-3,,False,https://forvo.com/word/上网/#zh
L1-0322,上午,上午,shàngwǔ,N,1,4-3,4-3,,False,https://forvo.com/word/上午/#zh
L1-0323,上学,上學,shàngxué,,1,4-2,4-2,,False,https://forvo.com/word/上学/#zh
L1-0324,少,少,shǎo,Adj/V,1,3,3,,False,https://forvo.com/word/少/#zh
L1-0325,谁,誰,shéi/shuí,Pron,1,2,2,,False,https://forvo.com/word/谁/#zh
L1-0326,身上,身上,shēnshang,N,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/身上/#zh
L1-0327,身体,身體,shēntǐ,N,1,1-3,1-3,,False,https://forvo.com/word/身体/#zh
L1-0328,什么,什麼,shénme,Pron,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/什么/#zh
L1-0329,生病,生病,shēngbìng,,1,1-4,1-4,,False,https://forvo.com/word/生病/#zh
L1-0330,生气,生氣,shēngqì,,1,1-4,1-4,,False,https://forvo.com/word/生气/#zh
L1-0331,生日,生日,shēngrì,N,1,1-4,1-4,,False,https://forvo.com/word/生日/#zh
L1-0332,十,十,shí,Num,1,2,2,,False,https://forvo.com/word/十/#zh
L1-0333,时候,時候,shíhou,N,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/时候/#zh
L1-0334,时间,時間,shíjiān,N,1,2-1,2-1,,False,https://forvo.com/word/时间/#zh
L1-0335,事,事,shì,N,1,4,4,,False,https://forvo.com/word/事/#zh
L1-0336,试,試,shì,V,1,4,4,,False,https://forvo.com/word/试/#zh
L1-0337,是,是,shì,V,1,4,4,,False,https://forvo.com/word/是/#zh
L1-0338,是不是,是不是,shì bu shì,,1,4-4-4,4-N-4,bu_a_not_a,False,https://forvo.com/word/是不是/#zh
L1-0339,手,手,shǒu,N,1,3,3,,False,https://forvo.com/word/手/#zh
L1-0340,手机,手機,shǒujī,N,1,3-1,3-1,,False,https://forvo.com/word/手机/#zh
L1-0341,书,書,shū,N,1,1,1,,False,https://forvo.com/word/书/#zh
L1-0342,书包,書包,shūbāo,N,1,1-1,1-1,,False,https://forvo.com/word/书包/#zh
L1-0343,书店,書店,shūdiàn,N,1,1-4,1-4,,False,https://forvo.com/word/书店/#zh
L1-0344,树,樹,shù,N,1,4,4,,False,https://forvo.com/word/树/#zh
L1-0345,水,水,shuǐ,N,1,3,3,,False,https://forvo.com/word/水/#zh
L1-0346,水果,水果,shuǐguǒ,N,1,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/水果/#zh
L1-0347,睡,睡,shuì,V,1,4,4,,False,https://forvo.com/word/睡/#zh
L1-0348,睡觉,睡覺,shuìjiào,,1,4-4,4-4,,False,https://forvo.com/word/睡觉/#zh
L1-0349,说,說,shuō,V,1,1,1,,False,https://forvo.com/word/说/#zh
L1-0350,说话,說話,shuōhuà,,1,1-4,1-4,,False,https://forvo.com/word/说话/#zh
L1-0351,四,四,sì,Num,1,4,4,,False,https://forvo.com/word/四/#zh
L1-0352,送,送,sòng,V,1,4,4,,False,https://forvo.com/word/送/#zh
L1-0353,岁,歲,suì,M,1,4,4,,False,https://forvo.com/word/岁/#zh
L1-0354,他,他,tā,Pron,1,1,1,,False,https://forvo.com/word/他/#zh
L1-0355,他们,他們,tāmen,Pron,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/他们/#zh
L1-0356,她,她,tā,Pron,1,1,1,,False,https://forvo.com/word/她/#zh
L1-0357,她们,她們,tāmen,Pron,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/她们/#zh
L1-0358,太,太,tài,Adv,1,4,4,,False,https://forvo.com/word/太/#zh
L1-0359,天,天,tiān,N/M,1,1,1,,False,https://forvo.com/word/天/#zh
L1-0360,天气,天氣,tiānqì,N,1,1-4,1-4,,False,https://forvo.com/word/天气/#zh
L1-0361,听,聽,tīng,V,1,1,1,,False,https://forvo.com/word/听/#zh
L1-0362,听到,聽到,tīngdào,,1,1-4,1-4,,False,https://forvo.com/word/听到/#zh
L1-0363,听见,聽見,tīngjiàn,,1,1-4,1-4,,False,https://forvo.com/word/听见/#zh
L1-0364,听写,聽寫,tīngxiě,V,1,1-3,1-3,,False,https://forvo.com/word/听写/#zh
L1-0365,同学,同學,tóngxué,N,1,2-2,2-2,,False,https://forvo.com/word/同学/#zh
L1-0366,图书馆,圖書館,túshūguǎn,N,1,2-1-3,2-1-3,,False,https://forvo.com/word/图书馆/#zh
L1-0367,外,外,wài,N,1,4,4,,False,https://forvo.com/word/外/#zh
L1-0368,外边,外邊,wàibian,N,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/外边/#zh
L1-0369,外国,外國,wàiguó,N,1,4-2,4-2,,False,https://forvo.com/word/外国/#zh
L1-0370,外语,外語,wàiyǔ,N,1,4-3,4-3,,False,https://forvo.com/word/外语/#zh
L1-0371,玩儿,玩兒,wánr,V,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/玩儿/#zh
L1-0372,晚,晚,wǎn,Adj,1,3,3,,False,https://forvo.com/word/晚/#zh
L1-0373,晚饭,晚飯,wǎnfàn,N,1,3-4,3-4,,False,https://forvo.com/word/晚饭/#zh
L1-0374,晚上,晚上,wǎnshang,N,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/晚上/#zh
L1-0375,网上,網上,wǎng shang,,1,3-4,3-4,,False,https://forvo.com/word/网上/#zh
L1-0376,网友,網友,wǎngyǒu,N,1,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/网友/#zh
L1-0377,忘,忘,wàng,V,1,4,4,,False,https://forvo.com/word/忘/#zh
L1-0378,忘记,忘記,wàngjì,V,1,4-4,4-4,,False,https://forvo.com/word/忘记/#zh
L1-0379,问,問,wèn,V,1,4,4,,False,https://forvo.com/word/问/#zh
L1-0380,我,我,wǒ,Pron,1,3,3,,False,https://forvo.com/word/我/#zh
L1-0381,我们,我們,wǒmen,Pron,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/我们/#zh
L1-0382,五,五,wǔ,Num,1,3,3,,False,https://forvo.com/word/五/#zh
L1-0383,午饭,午飯,wǔfàn,N,1,3-4,3-4,,False,https://forvo.com/word/午饭/#zh
L1-0384,西,西,xī,N,1,1,1,,False,https://forvo.com/word/西/#zh
L1-0385,西边,西邊,xībian,N,1,1-1,1-1,,False,https://forvo.com/word/西边/#zh
L1-0386,洗,洗,xǐ,V,1,3,3,,False,https://forvo.com/word/洗/#zh
L1-0387,洗手间,洗手間,xǐshǒujiān,N,1,3-3-1,2-3-1,third_tone_sandhi,False,https://forvo.com/word/洗手间/#zh
L1-0388,喜欢,喜歡,xǐhuan,V,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/喜欢/#zh
L1-0389,下,下,xià,N/V,1,4,4,,False,https://forvo.com/word/下/#zh
L1-0390,下班,下班,xiàbān,,1,4-1,4-1,,False,https://forvo.com/word/下班/#zh
L1-0391,下边,下邊,xiàbian,N,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/下边/#zh
L1-0392,下车,下車,xià chē,,1,4-1,4-1,,False,https://forvo.com/word/下车/#zh
L1-0393,下次,下次,xià cì,,1,4-4,4-4,,False,https://forvo.com/word/下次/#zh
L1-0394,下课,下課,xiàkè,,1,4-4,4-4,,False,https://forvo.com/word/下课/#zh
L1-0395,下午,下午,xiàwǔ,N,1,4-3,4-3,,False,https://forvo.com/word/下午/#zh
L1-0396,下雨,下雨,xià yǔ,,1,4-3,4-3,,False,https://forvo.com/word/下雨/#zh
L1-0397,先,先,xiān,Adv,1,1,1,,False,https://forvo.com/word/先/#zh
L1-0398,先生,先生,xiānsheng,N,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/先生/#zh
L1-0399,现在,現在,xiànzài,N,1,4-4,4-4,,False,https://forvo.com/word/现在/#zh
L1-0400,想,想,xiǎng,V,1,3,3,,False,https://forvo.com/word/想/#zh
L1-0401,小,小,xiǎo,Adj,1,3,3,,False,https://forvo.com/word/小/#zh
L1-0402,小孩儿,小孩兒,xiǎoháir,N,1,3-2-N,3-2-N,neutral_tone,False,https://forvo.com/word/小孩儿/#zh
L1-0403,小姐,小姐,xiǎojiě,N,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/小姐/#zh
L1-0404,小朋友,小朋友,xiǎopéngyǒu,N,1,3-2-3,3-2-3,,False,https://forvo.com/word/小朋友/#zh
L1-0405,小时,小時,xiǎoshí,N,1,3-2,3-2,,False,https://forvo.com/word/小时/#zh
L1-0406,小学,小學,xiǎoxué,N,1,3-2,3-2,,False,https://forvo.com/word/小学/#zh
L1-0407,小学生,小學生,xiǎoxuéshēng,N,1,3-2-1,3-2-1,,False,https://forvo.com/word/小学生/#zh
L1-0408,笑,笑,xiào,V,1,4,4,,False,https://forvo.com/word/笑/#zh
L1-0409,写,寫,xiě,V,1,3,3,,False,https://forvo.com/word/写/#zh
L1-0410,谢谢,謝謝,xièxie,V,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/谢谢/#zh
L1-0411,新,新,xīn,Adj,1,1,1,,False,https://forvo.com/word/新/#zh
L1-0412,新年,新年,xīnnián,N,1,1-2,1-2,,False,https://forvo.com/word/新年/#zh
L1-0413,星期,星期,xīngqī,N,1,1-1,1-1,,False,https://forvo.com/word/星期/#zh
L1-0414,星期日,星期日,xīngqīrì,N,1,1-1-4,1-1-4,,False,https://forvo.com/word/星期日/#zh
L1-0415,星期天,星期天,xīngqītiān,N,1,1-1-1,1-1-1,,False,https://forvo.com/word/星期天/#zh
L1-0416,行,行,xíng,V/Adj,1,2,2,,False,https://forvo.com/word/行/#zh
L1-0417,休息,休息,xiūxi,V,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/休息/#zh
L1-0418,学,學,xué,V,1,2,2,,False,https://forvo.com/word/学/#zh
L1-0419,学生,學生,xuéshēng,N,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/学生/#zh
L1-0420,学习,學習,xuéxí,V,1,2-2,2-2,,False,https://forvo.com/word/学习/#zh
L1-0421,学校,學校,xuéxiào,N,1,2-4,2-4,,False,https://forvo.com/word/学校/#zh
L1-0422,学院,學院,xuéyuàn,N,1,2-4,2-4,,False,https://forvo.com/word/学院/#zh
L1-0423,要,要,yào,V,1,4,4,,False,https://forvo.com/word/要/#zh
L1-0424,爷爷,爺爺,yéye,N,1,2-N,2-N,neutral_tone,False,https://forvo.com/word/爷爷/#zh
L1-0425,也,也,yě,Adv,1,3,3,,False,https://forvo.com/word/也/#zh
L1-0426,页,頁,yè,M,1,4,4,,False,https://forvo.com/word/页/#zh
L1-0427,一,一,yī,Num,1,1,1,,False,https://forvo.com/word/一/#zh
L1-0428,衣服,衣服,yīfu,N,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/衣服/#zh
L1-0429,医生,醫生,yīshēng,N,1,1-1,1-1,,False,https://forvo.com/word/医生/#zh
L1-0430,医院,醫院,yīyuàn,N,1,1-4,1-4,,False,https://forvo.com/word/医院/#zh
L1-0431,一半,一半,yībàn,Num,1,1-4,2-4,yi_before_t4,False,https://forvo.com/word/一半/#zh
L1-0432,一会儿,一會兒,yīhuìr,,1,1-4-N,2-4-N,neutral_tone;yi_before_t4,False,https://forvo.com/word/一会儿/#zh
L1-0433,一块儿,一塊兒,yīkuàir,N/Adv,1,1-4-N,2-4-N,neutral_tone;yi_before_t4,False,https://forvo.com/word/一块儿/#zh
L1-0434,一下儿,一下兒,yīxiàr,,1,1-4-N,2-4-N,neutral_tone;yi_before_t4,False,https://forvo.com/word/一下儿/#zh
L1-0435,一样,一樣,yīyàng,Adj,1,1-4,2-4,yi_before_t4,False,https://forvo.com/word/一样/#zh
L1-0436,一边,一邊,yībiān,N/Adv,1,1-1,4-1,yi_before_non_t4,False,https://forvo.com/word/一边/#zh
L1-0437,一点儿,一點兒,yīdiǎnr,,1,1-3-N,4-3-N,neutral_tone;yi_before_non_t4,False,https://forvo.com/word/一点儿/#zh
L1-0438,一起,一起,yīqǐ,Adv/N,1,1-3,4-3,yi_before_non_t4,False,https://forvo.com/word/一起/#zh
L1-0439,一些,一些,yīxiē,,1,1-1,4-1,yi_before_non_t4,False,https://forvo.com/word/一些/#zh
L1-0440,用,用,yòng,V,1,4,4,,False,https://forvo.com/word/用/#zh
L1-0441,有,有,yǒu,V,1,3,3,,False,https://forvo.com/word/有/#zh
L1-0442,有的,有的,yǒude,Pron,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/有的/#zh
L1-0443,有名,有名,yǒumíng,,1,3-2,3-2,,False,https://forvo.com/word/有名/#zh
L1-0444,有时候,有時候,yǒushíhou,Adv,1,3-2-N,3-2-N,neutral_tone,False,https://forvo.com/word/有时候/#zh
L1-0445,有（一）些,有（一）些,yǒu(yī)xiē,Pron,1,3-1,3-1,,False,https://forvo.com/word/有（一）些/#zh
L1-0446,有用,有用,yǒuyòng,V,1,3-4,3-4,,False,https://forvo.com/word/有用/#zh
L1-0447,右,右,yòu,N,1,4,4,,False,https://forvo.com/word/右/#zh
L1-0448,右边,右邊,yòubian,N,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/右边/#zh
L1-0449,雨,雨,yǔ,N,1,3,3,,False,https://forvo.com/word/雨/#zh
L1-0450,元,元,yuán,M,1,2,2,,False,https://forvo.com/word/元/#zh
L1-0451,远,遠,yuǎn,Adj,1,3,3,,False,https://forvo.com/word/远/#zh
L1-0452,月,月,yuè,N,1,4,4,,False,https://forvo.com/word/月/#zh
L1-0453,再,再,zài,Adv,1,4,4,,False,https://forvo.com/word/再/#zh
L1-0454,再见,再見,zàijiàn,V,1,4-4,4-4,,False,https://forvo.com/word/再见/#zh
L1-0455,在,在,zài,V/Prep/Adv,1,4,4,,False,https://forvo.com/word/在/#zh
L1-0456,在家,在家,zàijiā,V,1,4-1,4-1,,False,https://forvo.com/word/在家/#zh
L1-0457,早,早,zǎo,Adj,1,3,3,,False,https://forvo.com/word/早/#zh
L1-0458,早饭,早飯,zǎofàn,N,1,3-4,3-4,,False,https://forvo.com/word/早饭/#zh
L1-0459,早上,早上,zǎoshang,N,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/早上/#zh
L1-0460,怎么,怎麼,zěnme,Pron,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/怎么/#zh
L1-0461,站,站,zhàn,N,1,4,4,,False,https://forvo.com/word/站/#zh
L1-0462,找,找,zhǎo,V,1,3,3,,False,https://forvo.com/word/找/#zh
L1-0463,找到,找到,zhǎodào,,1,3-4,3-4,,False,https://forvo.com/word/找到/#zh
L1-0464,这,這,zhè,Pron,1,4,4,,False,https://forvo.com/word/这/#zh
L1-0465,这边,這邊,zhèbiān,Pron,1,4-1,4-1,,False,https://forvo.com/word/这边/#zh
L1-0466,这里,這裡,zhèlǐ,Pron,1,4-3,4-3,,False,https://forvo.com/word/这里/#zh
L1-0467,这儿,這兒,zhèr,Pron,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/这儿/#zh
L1-0468,这些,這些,zhèxiē,Pron,1,4-1,4-1,,False,https://forvo.com/word/这些/#zh
L1-0469,着,著,zhe,Aux,1,N,N,neutral_tone,False,https://forvo.com/word/着/#zh
L1-0470,真,真,zhēn,Adv/Adj,1,1,1,,False,https://forvo.com/word/真/#zh
L1-0471,真的,真的,zhēn de,,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/真的/#zh
L1-0472,正,正,zhèng,Adv,1,4,4,,False,https://forvo.com/word/正/#zh
L1-0473,正在,正在,zhèngzài,Adv,1,4-4,4-4,,False,https://forvo.com/word/正在/#zh
L1-0474,知道,知道,zhīdào,V,1,1-4,1-4,,False,https://forvo.com/word/知道/#zh
L1-0475,知识,知識,zhīshi,N,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/知识/#zh
L1-0476,中,中,zhōng,N,1,1,1,,False,https://forvo.com/word/中/#zh
L1-0477,中国,中國,Zhōngguó,N,1,1-2,1-2,,False,https://forvo.com/word/中国/#zh
L1-0478,中间,中間,zhōngjiān,N,1,1-1,1-1,,False,https://forvo.com/word/中间/#zh
L1-0479,中文,中文,Zhōngwén,N,1,1-2,1-2,,False,https://forvo.com/word/中文/#zh
L1-0480,中午,中午,zhōngwǔ,N,1,1-3,1-3,,False,https://forvo.com/word/中午/#zh
L1-0481,中学,中學,zhōngxué,N,1,1-2,1-2,,False,https://forvo.com/word/中学/#zh
L1-0482,中学生,中學生,zhōngxuéshēng,N,1,1-2-1,1-2-1,,False,https://forvo.com/word/中学生/#zh
L1-0483,重,重,zhòng,Adj,1,4,4,,False,https://forvo.com/word/重/#zh
L1-0484,重要,重要,zhòngyào,Adj,1,4-4,4-4,,False,https://forvo.com/word/重要/#zh
L1-0485,住,住,zhù,V,1,4,4,,False,https://forvo.com/word/住/#zh
L1-0486,准备,準備,zhǔnbèi,V,1,3-4,3-4,,False,https://forvo.com/word/准备/#zh
L1-0487,桌子,桌子,zhuōzi,N,1,1-N,1-N,neutral_tone,False,https://forvo.com/word/桌子/#zh
L1-0488,字,字,zì,N,1,4,4,,False,https://forvo.com/word/字/#zh
L1-0489,子（桌子）,子（桌子）,zi (zhuōzi),Suffix,1,N,N,neutral_tone,False,https://forvo.com/word/子（桌子）/#zh
L1-0490,走,走,zǒu,V,1,3,3,,False,https://forvo.com/word/走/#zh
L1-0491,走路,走路,zǒulù,,1,3-4,3-4,,False,https://forvo.com/word/走路/#zh
L1-0492,最,最,zuì,Adv,1,4,4,,False,https://forvo.com/word/最/#zh
L1-0493,最好,最好,zuìhǎo,Adv,1,4-3,4-3,,False,https://forvo.com/word/最好/#zh
L1-0494,最后,最後,zuìhòu,N,1,4-4,4-4,,False,https://forvo.com/word/最后/#zh
L1-0495,昨天,昨天,zuótiān,N,1,2-1,2-1,,False,https://forvo.com/word/昨天/#zh
L1-0496,左,左,zuǒ,N,1,3,3,,False,https://forvo.com/word/左/#zh
L1-0497,左边,左邊,zuǒbian,N,1,3-N,3-N,neutral_tone,False,https://forvo.com/word/左边/#zh
L1-0498,坐,坐,zuò,V,1,4,4,,False,https://forvo.com/word/坐/#zh
L1-0499,坐下,坐下,zuò xia,,1,4-N,4-N,neutral_tone,False,https://forvo.com/word/坐下/#zh
L1-0500,做,做,zuò,V,1,4,4,,False,https://forvo.com/word/做/#zh
L2-0001,啊,啊,a,Aux,2,N,N,neutral_tone,False,https://forvo.com/word/啊/#zh
L2-0002,爱情,愛情,àiqíng,N,2,4-2,4-2,,False,https://forvo.com/word/爱情/#zh
L2-0003,爱人,愛人,àiren,N,2,4-N,4-N,neutral_tone,False,https://forvo.com/word/爱人/#zh
L2-0004,安静,安靜,ānjìng,Adj/V,2,1-4,1-4,,False,https://forvo.com/word/安静/#zh
L2-0005,安全,安全,ānquán,Adj/N,2,1-2,1-2,,False,https://forvo.com/word/安全/#zh
L2-0006,白色,白色,báisè,N,2,2-4,2-4,,False,https://forvo.com/word/白色/#zh
L2-0007,班长,班長,bānzhǎng,N,2,1-3,1-3,,False,https://forvo.com/word/班长/#zh
L2-0008,办,辦,bàn,V,2,4,4,,False,https://forvo.com/word/办/#zh
L2-0009,办法,辦法,bànfǎ,N,2,4-3,4-3,,False,https://forvo.com/word/办法/#zh
L2-0010,办公室,辦公室,bàngōngshì,N,2,4-1-4,4-1-4,,False,https://forvo.com/word/办公室/#zh
L2-0011,半夜,半夜,bànyè,N,2,4-4,4-4,,False,https://forvo.com/word/半夜/#zh
L2-0012,帮助,幫助,bāngzhù,V,2,1-4,1-4,,False,https://forvo.com/word/帮助/#zh
L2-0013,饱,飽,bǎo,Adj,2,3,3,,False,https://forvo.com/word/饱/#zh
L2-0014,报名,報名,bàomíng,,2,4-2,4-2,,False,https://forvo.com/word/报名/#zh
L2-0015,报纸,報紙,bàozhǐ,N,2,4-3,4-3,,False,https://forvo.com/word/报纸/#zh
L2-0016,北方,北方,běifāng,N,2,3-1,3-1,,False,https://forvo.com/word/北方/#zh
L2-0017,背,背,bèi,V,2,4,4,,False,https://forvo.com/word/背/#zh
L2-0018,比如,比如,bǐrú,V,2,3-2,3-2,,False,https://forvo.com/word/比如/#zh
L2-0019,比如说,比如說,bǐrú shuō,,2,3-2-1,3-2-1,,False,https://forvo.com/word/比如说/#zh
L2-0020,笔,筆,bǐ,N/M,2,3,3,,False,https://forvo.com/word/笔/#zh
L2-0021,笔记,筆記,bǐjì,N,2,3-4,3-4,,False,https://forvo.com/word/笔记/#zh
L2-0022,笔记本,筆記本,bǐjìběn,N,2,3-4-3,3-4-3,,False,https://forvo.com/word/笔记本/#zh
L2-0023,必须,必須,bìxū,Adv,2,4-1,4-1,,False,https://forvo.com/word/必须/#zh
L2-0024,边,邊,biān,N,2,1,1,,False,https://forvo.com/word/边/#zh
L2-0025,变,變,biàn,V,2,4,4,,False,https://forvo.com/word/变/#zh
L2-0026,变成,變成,biànchéng,,2,4-2,4-2,,False,https://forvo.com/word/变成/#zh
L2-0027,遍,遍,biàn,M,2,4,4,,False,https://forvo.com/word/遍/#zh
L2-0028,表,表,biǎo,N,2,3,3,,False,https://forvo.com/word/表/#zh
L2-0029,表示,表示,biǎoshì,V/N,2,3-4,3-4,,False,https://forvo.com/word/表示/#zh
L2-0030,不错,不錯,bùcuò,Adj,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不错/#zh
L2-0031,不但,不但,bùdàn,Conj,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不但/#zh
L2-0032,不够,不夠,bùgòu,V/Adv,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不够/#zh
L2-0033,不过,不過,bùguò,Conj,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不过/#zh
L2-0034,不太,不太,bù tài,,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不太/#zh
L2-0035,不要,不要,bùyào,Adv,2,4-4,2-4,bu_before_t4,False,https://forvo.com/word/不要/#zh
L2-0036,不好意思,不好意思,bù hǎoyìsi,,2,4-3-4-N,4-3-4-N,neutral_tone,False,https://forvo.com/word/不好意思/#zh
L2-0037,不久,不久,bùjiǔ,Adj,2,4-3,4-3,,False,https://forvo.com/word/不久/#zh
L2-0038,不满,不滿,bùmǎn,Adj,2,4-3,4-3,,False,https://forvo.com/word/不满/#zh
L2-0039,不如,不如,bùrú,V,2,4-2,4-2,,False,https://forvo.com/word/不如/#zh
L2-0040,不少,不少,bù shǎo,,2,4-3,4-3,,False,https://forvo.com/word/不少/#zh
